Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Smartwatch,Amazfit,2,2.8,Moderate,3.0999999999999996,5,9855,11,500.0
Air Conditioner,Daikin,1,12.0,Light,12.2,5,58176,10,10490.75
DSLR Camera,Nikon,1,9.4,Heavy,9.299999999999999,1,101877,11,500.0
TV,LG,5,11.6,Light,12.6,3,68511,4,32733.03
Microwave,IFB,3,7.0,Light,7.6,4,24164,11,500.0
Refrigerator,Godrej,5,11.6,Moderate,12.5,3,74217,2,43639.6
Smartphone,Apple,3,3.0,Heavy,3.3000000000000003,3,20706,4,500.0
Air Conditioner,Blue Star,3,14.7,Heavy,14.999999999999998,2,50761,11,7444.95
TV,Sony,4,9.4,Moderate,10.100000000000001,4,199643,3,119291.63
Electric Scooter,Bajaj,4,6.2,Heavy,6.7,4,103774,6,9215.75
Laptop,Acer,4,3.6,Heavy,4.1000000000000005,1,87610,10,500.0
DSLR Camera,Canon,2,6.9,Light,7.300000000000001,1,94931,8,500.0
Air Conditioner,Voltas,2,14.2,Light,14.6,4,56560,5,31611.62
Electric Scooter,Bajaj,3,7.4,Heavy,7.7,5,93131,4,44751.26
Smartphone,OnePlus,1,4.9,Moderate,5.000000000000001,2,13938,4,1282.3
Gaming Console,Sony,3,5.8,Moderate,6.300000000000001,4,45780,3,21102.4
DSLR Camera,Nikon,3,6.3,Light,6.9,2,150322,9,500.0
Smartphone,Samsung,2,3.9,Heavy,4.0,1,111939,7,500.0
TV,LG,5,12.9,Moderate,13.8,5,54497,11,11057.36
Smartwatch,Apple,2,3.2,Moderate,3.5,4,37077,12,500.0
Gaming Console,Nintendo,4,6.0,Light,6.8,4,44694,4,16195.0
TV,LG,3,8.5,Heavy,8.799999999999999,2,80925,12,500.0
Refrigerator,LG,4,8.7,Light,9.5,5,34968,10,500.0
Smartphone,Xiaomi,1,3.3,Light,3.5,2,97500,4,500.0
Electric Scooter,Hero,1,5.9,Light,6.1000000000000005,4,64643,7,500.0
Air Conditioner,LG,5,8.8,Moderate,9.700000000000001,4,48003,9,2944.51
Laptop,HP,1,5.4,Light,5.6000000000000005,5,51305,8,500.0
Smartphone,Samsung,4,4.2,Light,5.0,1,90153,8,500.0
Smartwatch,Apple,3,4.0,Heavy,4.3,1,10022,8,500.0
TV,TCL,5,13.5,Moderate,14.4,3,26668,11,4407.63
Electric Scooter,Bajaj,4,4.8,Heavy,5.3,5,127046,11,500.0
Laptop,Acer,3,3.6,Heavy,3.9000000000000004,4,52028,12,500.0
Air Conditioner,Voltas,1,14.0,Light,14.2,2,25179,9,5071.26
Smartwatch,Samsung,5,4.9,Moderate,5.800000000000001,1,34232,3,4627.22
Tablet,Huawei,3,4.0,Heavy,4.3,5,54676,9,500.0
Electric Scooter,Bajaj,4,5.9,Light,6.7,1,106007,8,500.0
Microwave,Panasonic,1,8.5,Moderate,8.6,5,17232,10,500.0
Air Conditioner,Daikin,5,11.5,Moderate,12.4,1,31294,2,10498.63
Microwave,LG,5,7.1,Light,8.1,1,6388,3,1608.83
Refrigerator,Samsung,3,8.2,Heavy,8.499999999999998,4,45457,10,500.0
Tablet,Samsung,2,6.6,Moderate,6.9,1,54623,12,500.0
Washing Machine,IFB,2,10.9,Heavy,11.0,3,36987,5,14122.31
Tablet,Huawei,1,5.7,Moderate,5.800000000000001,2,15517,7,500.0
Air Conditioner,Voltas,1,9.0,Heavy,8.899999999999999,5,48208,3,31958.11
Smartphone,Apple,3,4.9,Light,5.5,5,67899,4,18517.91
Tablet,Samsung,1,5.7,Light,5.9,3,67143,5,6554.98
TV,Sony,1,12.0,Heavy,11.899999999999999,5,17600,4,11684.03
DSLR Camera,Fujifilm,2,7.5,Moderate,7.800000000000001,5,84967,12,500.0
Gaming Console,Sony,4,6.5,Light,7.3,4,65429,7,2366.2
Air Conditioner,Voltas,2,13.1,Moderate,13.4,2,39218,9,7082.65
Smartwatch,Samsung,2,4.8,Moderate,5.1000000000000005,1,31809,9,500.0
Refrigerator,Godrej,5,10.0,Moderate,10.9,3,55832,11,500.0
Air Conditioner,LG,1,9.4,Heavy,9.299999999999999,2,40466,4,12683.7
Washing Machine,LG,5,11.4,Heavy,12.1,1,33279,5,7810.94
Tablet,Huawei,5,6.3,Heavy,7.0,1,48336,5,3866.88
Refrigerator,Godrej,3,11.4,Light,12.0,1,21522,10,1434.8
Washing Machine,IFB,5,14.9,Moderate,15.8,2,24646,12,3260.14
Laptop,Acer,3,3.6,Moderate,4.1000000000000005,2,45377,12,500.0
Smartwatch,Noise,2,4.0,Moderate,4.300000000000001,4,38979,7,500.0
Washing Machine,LG,2,8.0,Moderate,8.3,1,28789,10,500.0
TV,OnePlus,5,12.6,Moderate,13.5,3,134427,1,87128.61
Smartwatch,Noise,2,3.2,Heavy,3.3000000000000003,1,18270,4,500.0
DSLR Camera,Nikon,3,7.7,Heavy,8.0,4,188771,6,41529.62
Gaming Console,Nintendo,2,6.6,Light,7.0,3,57933,6,6289.87
Microwave,Samsung,5,9.0,Moderate,9.9,3,14618,7,2997.43
Refrigerator,Samsung,2,11.2,Moderate,11.5,2,73095,9,8739.62
Washing Machine,IFB,3,8.0,Light,8.6,5,30407,12,500.0
Laptop,Apple,5,5.0,Heavy,5.7,1,70350,7,500.0
Laptop,Apple,2,6.6,Light,7.0,2,97961,5,15393.87
Air Conditioner,Daikin,3,8.4,Light,9.0,1,28077,3,7487.2
Laptop,Dell,4,6.2,Moderate,6.9,1,137548,12,500.0
Refrigerator,LG,4,9.3,Light,10.100000000000001,5,57870,8,12032.38
Gaming Console,Nintendo,4,5.9,Heavy,6.4,2,36163,11,500.0
Electric Scooter,TVS,2,4.3,Light,4.7,3,129887,4,13541.41
Electric Scooter,Ather,2,5.9,Light,6.300000000000001,5,153710,8,500.0
DSLR Camera,Fujifilm,4,5.7,Heavy,6.2,4,111186,1,82062.44
Tablet,Samsung,3,4.5,Moderate,5.0,1,54435,2,9145.08
DSLR Camera,Fujifilm,4,6.3,Moderate,7.0,5,50533,11,500.0
Laptop,Lenovo,3,6.2,Moderate,6.700000000000001,2,109251,2,42151.32
DSLR Camera,Fujifilm,1,6.4,Light,6.6000000000000005,5,68565,7,500.0
Air Conditioner,Voltas,4,10.0,Moderate,10.700000000000001,2,38743,8,5376.95
Smartphone,OnePlus,5,4.5,Moderate,5.4,4,48608,6,500.0
Washing Machine,Samsung,1,8.3,Moderate,8.4,5,42943,1,37830.74
Gaming Console,Sony,2,6.9,Light,7.300000000000001,3,57638,1,37804.21
Laptop,Dell,2,7.0,Light,7.4,1,88035,3,20938.05
Tablet,Huawei,3,6.6,Light,7.199999999999999,1,64214,2,12985.5
Air Conditioner,Voltas,5,10.1,Heavy,10.799999999999999,4,36146,12,500.0
Refrigerator,Whirlpool,2,11.5,Light,11.9,4,34680,10,4706.57
Smartwatch,Noise,3,3.5,Light,4.1,1,29717,12,500.0
Air Conditioner,Daikin,1,14.6,Moderate,14.7,5,53207,6,31489.86
Microwave,IFB,3,7.0,Moderate,7.5,2,13706,8,500.0
DSLR Camera,Nikon,2,9.3,Heavy,9.4,3,101972,4,44520.54
Electric Scooter,Bajaj,1,5.1,Light,5.3,3,132324,11,500.0
Laptop,Apple,2,6.0,Heavy,6.1000000000000005,3,129224,8,500.0
DSLR Camera,Nikon,1,5.4,Moderate,5.500000000000001,3,72247,7,500.0
Laptop,Dell,4,3.6,Moderate,4.300000000000001,4,71016,7,500.0
Tablet,Samsung,1,6.7,Light,6.9,4,64981,7,500.0
Microwave,Samsung,2,8.1,Light,8.5,4,29949,3,16471.95
TV,OnePlus,3,8.8,Moderate,9.3,3,36529,2,20071.31
TV,TCL,1,9.8,Moderate,9.9,1,111577,10,500.0
Smartphone,OnePlus,1,4.2,Heavy,4.1000000000000005,5,9654,4,500.0
Smartwatch,Samsung,1,3.4,Moderate,3.5,4,48692,11,500.0
Smartwatch,Noise,1,4.6,Light,4.8,5,37445,7,500.0
Electric Scooter,Bajaj,4,7.7,Heavy,8.2,5,150838,11,500.0
Air Conditioner,Carrier,5,12.8,Light,13.8,1,32696,2,11182.98
Microwave,Samsung,1,6.5,Moderate,6.6000000000000005,2,24685,12,500.0
Air Conditioner,Carrier,2,8.1,Light,8.5,1,53847,2,16470.85
Refrigerator,Godrej,3,8.6,Heavy,8.899999999999999,4,25595,10,500.0
Smartwatch,Samsung,5,4.2,Heavy,4.9,3,20141,8,500.0
Laptop,Dell,2,5.0,Light,5.4,5,44687,5,3310.15
Smartwatch,Noise,3,3.9,Light,4.5,5,35472,11,500.0
Refrigerator,Samsung,3,12.7,Light,13.299999999999999,4,40738,1,32023.74
Electric Scooter,TVS,1,5.8,Light,6.0,3,72824,10,500.0
Refrigerator,Bosch,3,9.0,Moderate,9.5,3,27712,11,500.0
Gaming Console,Sony,5,5.5,Heavy,6.2,4,74971,7,500.0
Gaming Console,Nintendo,5,6.0,Heavy,6.7,5,74962,5,19020.21
Washing Machine,Bosch,5,13.0,Moderate,13.9,1,29268,2,10022.71
Gaming Console,Sony,5,5.1,Moderate,6.0,2,59136,6,500.0
Air Conditioner,Carrier,3,9.1,Heavy,9.399999999999999,3,26964,1,16866.84
Gaming Console,Nintendo,1,5.5,Moderate,5.6000000000000005,4,76055,5,7170.9
Tablet,Huawei,5,6.5,Heavy,7.2,2,21616,7,500.0
Air Conditioner,LG,5,10.8,Heavy,11.5,3,30927,7,8471.31
Washing Machine,Samsung,1,8.5,Moderate,8.6,3,31416,9,500.0
Washing Machine,IFB,4,11.4,Light,12.200000000000001,1,55257,6,11232.57
Laptop,Dell,3,4.9,Moderate,5.4,2,144935,9,500.0
Smartphone,Samsung,3,3.9,Light,4.5,2,29095,2,7435.39
Electric Scooter,TVS,2,5.0,Heavy,5.1000000000000005,2,131770,11,500.0
Microwave,Samsung,2,5.5,Moderate,5.800000000000001,2,29148,12,500.0
TV,OnePlus,5,13.4,Light,14.4,1,107398,8,19092.98
Gaming Console,Nintendo,3,5.8,Light,6.4,1,51669,12,500.0
Laptop,HP,5,4.6,Moderate,5.5,4,44071,12,500.0
TV,Sony,1,13.3,Heavy,13.2,1,37473,5,9311.47
Tablet,Samsung,4,6.0,Moderate,6.7,4,18411,3,8337.16
Gaming Console,Microsoft,2,3.8,Light,4.2,2,79889,11,500.0
TV,Sony,3,9.0,Moderate,9.5,3,76088,5,25229.18
Air Conditioner,Blue Star,4,8.8,Moderate,9.500000000000002,2,57112,12,500.0
Smartwatch,Noise,3,3.4,Heavy,3.7,4,12271,2,4623.18
Air Conditioner,Blue Star,2,13.7,Light,14.1,5,32862,9,11886.26
Tablet,Samsung,5,5.7,Heavy,6.4,4,33390,6,1711.24
Electric Scooter,Ola,3,7.3,Heavy,7.6000000000000005,5,67627,7,5338.97
Microwave,IFB,1,5.4,Moderate,5.500000000000001,1,14501,1,4745.78
Smartwatch,Amazfit,5,4.1,Heavy,4.8,3,30196,12,500.0
Smartphone,Apple,1,2.5,Moderate,2.6,1,65646,8,500.0
Tablet,Samsung,1,5.6,Moderate,5.7,1,46949,4,3920.65
Electric Scooter,Ola,5,5.8,Light,6.8,2,132862,4,30089.34
DSLR Camera,Nikon,3,9.5,Heavy,9.799999999999999,5,70752,3,49093.22
Electric Scooter,Hero,3,5.6,Heavy,5.8999999999999995,2,148635,7,500.0
Washing Machine,Whirlpool,4,10.9,Light,11.700000000000001,5,48483,9,11188.38
Smartphone,Samsung,3,4.6,Moderate,5.1,1,48864,5,500.0
Electric Scooter,TVS,1,5.9,Moderate,6.000000000000001,3,116689,5,13613.72
Smartwatch,Samsung,4,4.9,Heavy,5.4,4,29086,11,500.0
Smartphone,Samsung,2,3.9,Light,4.3,5,101681,11,500.0
TV,TCL,5,9.4,Light,10.4,5,159946,8,36910.62
DSLR Camera,Nikon,1,7.8,Heavy,7.7,3,119399,8,500.0
Tablet,Apple,5,5.4,Moderate,6.300000000000001,4,30389,8,500.0
Air Conditioner,Carrier,1,13.5,Heavy,13.399999999999999,3,36862,3,20026.52
Smartwatch,Amazfit,2,2.6,Heavy,2.7,2,17541,8,500.0
Tablet,Apple,3,6.9,Heavy,7.2,3,69283,10,500.0
Electric Scooter,Bajaj,5,4.1,Light,5.1,1,98521,2,23954.13
Microwave,Morphy Richards,2,7.6,Moderate,7.9,3,14474,9,500.0
Laptop,Apple,4,6.5,Light,7.3,2,79422,9,500.0
Air Conditioner,Daikin,4,12.2,Moderate,12.9,5,31889,7,14584.89
Tablet,Apple,4,5.0,Heavy,5.5,5,19653,11,500.0
DSLR Camera,Canon,3,5.8,Heavy,6.1000000000000005,1,120916,3,31953.54
Air Conditioner,LG,4,10.2,Moderate,10.9,3,25470,4,11286.25
Electric Scooter,Ola,1,7.1,Light,7.3,2,155748,3,50458.08
Smartphone,Vivo,1,3.5,Moderate,3.6,1,18523,8,500.0
Gaming Console,Nintendo,4,4.4,Moderate,5.1000000000000005,3,37431,6,500.0
Refrigerator,Godrej,2,10.5,Moderate,10.8,4,72871,9,10323.39
Smartwatch,Noise,2,3.4,Moderate,3.6999999999999997,2,22246,7,500.0
Air Conditioner,Blue Star,1,13.1,Light,13.299999999999999,5,52321,8,20849.72
Electric Scooter,Ola,2,4.7,Heavy,4.800000000000001,2,137442,1,59844.54
Refrigerator,Bosch,2,11.6,Heavy,11.7,3,53239,8,11785.39
Refrigerator,Samsung,1,11.2,Moderate,11.299999999999999,4,78956,8,19599.25
Smartwatch,Noise,2,5.0,Moderate,5.300000000000001,3,22073,7,500.0
Tablet,Huawei,4,4.7,Light,5.5,1,28437,3,3619.25
TV,OnePlus,5,12.5,Light,13.5,4,169736,6,80153.11
Laptop,Lenovo,4,6.3,Heavy,6.8,3,76461,6,6296.79
Smartphone,Vivo,3,3.4,Heavy,3.7,5,98806,4,500.0
Air Conditioner,Carrier,3,8.6,Light,9.2,5,29837,10,500.0
Refrigerator,Whirlpool,4,12.7,Heavy,13.2,5,53004,4,36942.18
Microwave,Panasonic,2,5.1,Moderate,5.4,1,24795,2,6244.67
Washing Machine,IFB,5,11.6,Heavy,12.299999999999999,3,41595,2,24382.11
Gaming Console,Sony,2,6.3,Heavy,6.4,1,74581,12,500.0
Electric Scooter,Ola,2,7.9,Light,8.3,3,99954,8,2528.96
Smartwatch,Samsung,3,4.3,Heavy,4.6000000000000005,3,47840,11,500.0
Washing Machine,Whirlpool,4,11.3,Moderate,12.000000000000002,1,20609,5,4808.77
Gaming Console,Sony,4,4.2,Moderate,4.9,2,31403,2,11894.69
Laptop,Apple,4,3.5,Moderate,4.2,2,41856,7,500.0
Electric Scooter,Bajaj,5,6.4,Moderate,7.300000000000001,5,150792,1,130135.56
Gaming Console,Microsoft,4,3.8,Light,4.6,4,38661,7,500.0
Air Conditioner,Carrier,3,11.0,Moderate,11.5,3,59971,6,20077.25
TV,OnePlus,3,11.0,Light,11.6,4,39665,3,24995.79
Microwave,Samsung,4,6.3,Heavy,6.8,4,11652,1,8447.7
Tablet,Huawei,3,3.7,Moderate,4.200000000000001,3,34760,9,500.0
Electric Scooter,Bajaj,3,4.9,Light,5.5,5,82637,3,37562.27
Smartphone,Vivo,4,2.1,Light,2.9000000000000004,1,17716,1,3249.97
Gaming Console,Nintendo,4,5.7,Heavy,6.2,1,46897,4,8653.25
Smartwatch,Amazfit,2,3.7,Moderate,4.000000000000001,4,37650,6,500.0
Laptop,HP,5,4.9,Moderate,5.800000000000001,4,109666,11,500.0
Gaming Console,Microsoft,1,6.0,Moderate,6.1000000000000005,5,73787,10,500.0
Air Conditioner,Carrier,2,12.1,Light,12.5,3,30229,6,11003.36
Gaming Console,Microsoft,5,4.9,Light,5.9,4,53219,3,23019.47
Laptop,HP,3,5.0,Light,5.6,1,32962,5,1412.66
DSLR Camera,Nikon,2,7.6,Heavy,7.7,4,107123,9,500.0
Gaming Console,Microsoft,4,4.5,Light,5.3,2,53609,3,14889.14
Electric Scooter,Hero,5,6.9,Moderate,7.800000000000001,4,87259,4,36134.18
Smartphone,Xiaomi,5,4.2,Moderate,5.1000000000000005,4,29889,8,500.0
TV,OnePlus,3,9.4,Light,10.0,1,73694,11,500.0
Air Conditioner,Carrier,1,10.6,Light,10.799999999999999,4,45460,2,31485.26
Smartwatch,Boat,2,2.8,Light,3.1999999999999997,4,23471,3,1202.89
Washing Machine,Whirlpool,1,13.2,Light,13.399999999999999,2,58209,9,10512.37
DSLR Camera,Nikon,4,6.4,Moderate,7.1000000000000005,1,104107,4,23636.69
Air Conditioner,Daikin,3,10.3,Heavy,10.6,1,52751,2,17119.19
Tablet,Apple,3,6.1,Heavy,6.3999999999999995,5,48490,3,25760.31
Microwave,LG,2,6.4,Light,6.800000000000001,4,7419,1,5378.78
Air Conditioner,Blue Star,5,12.3,Heavy,13.0,3,32387,1,20926.98
Electric Scooter,Hero,3,6.2,Light,6.800000000000001,1,135755,8,500.0
DSLR Camera,Nikon,3,7.7,Heavy,8.0,4,125461,3,69003.55
Washing Machine,Whirlpool,4,13.5,Moderate,14.200000000000001,3,18830,4,9468.04
Tablet,Apple,4,3.8,Light,4.6,5,70153,10,500.0
Laptop,HP,5,6.4,Heavy,7.1000000000000005,3,96585,7,952.25
DSLR Camera,Canon,3,6.2,Light,6.800000000000001,5,136499,10,500.0
Microwave,Samsung,4,5.6,Moderate,6.3,3,19600,12,500.0
Laptop,Lenovo,5,6.5,Heavy,7.2,5,117599,2,84932.61
TV,Sony,4,8.7,Light,9.5,3,97583,1,61117.77
Microwave,Morphy Richards,5,5.8,Light,6.8,5,25734,6,3027.53
Smartphone,OnePlus,1,2.7,Moderate,2.8000000000000003,3,49356,8,500.0
DSLR Camera,Nikon,1,9.2,Heavy,9.099999999999998,5,143969,10,500.0
Microwave,Panasonic,3,9.9,Heavy,10.2,4,24210,2,16543.5
Microwave,Panasonic,3,6.7,Light,7.300000000000001,1,12556,6,894.4
DSLR Camera,Canon,3,9.9,Light,10.5,1,130209,12,500.0
Washing Machine,Bosch,4,11.2,Heavy,11.7,5,22356,4,14712.92
Microwave,LG,1,5.9,Heavy,5.800000000000001,5,20154,7,500.0
Washing Machine,Bosch,3,8.9,Heavy,9.2,2,17300,12,500.0
Electric Scooter,Hero,2,8.0,Light,8.4,2,120972,12,500.0
TV,OnePlus,4,14.2,Light,15.0,3,179639,12,25149.46
Electric Scooter,Bajaj,3,7.0,Light,7.6,1,133047,8,500.0
Gaming Console,Microsoft,4,6.5,Moderate,7.2,4,68577,1,51966.13
Smartphone,Realme,2,3.5,Moderate,3.8,5,15019,7,500.0
Microwave,IFB,2,8.8,Moderate,9.100000000000001,4,27370,3,15594.88
Smartphone,Apple,3,4.3,Moderate,4.800000000000001,2,92659,10,500.0
Air Conditioner,Carrier,1,9.7,Heavy,9.599999999999998,1,38841,8,2589.4
Washing Machine,Whirlpool,1,13.1,Heavy,12.999999999999998,5,58693,1,54178.15
TV,TCL,4,10.0,Moderate,10.700000000000001,5,134629,7,46553.95
DSLR Camera,Canon,3,9.8,Light,10.4,3,185632,4,86818.66
DSLR Camera,Nikon,1,6.1,Heavy,6.0,5,144699,3,72349.5
TV,LG,5,14.9,Light,15.9,3,129324,11,27898.2
Refrigerator,LG,4,14.5,Moderate,15.200000000000001,2,76464,5,28221.25
Electric Scooter,Ather,3,6.4,Heavy,6.7,5,116361,11,500.0
Gaming Console,Sony,3,5.1,Moderate,5.6,1,70720,12,500.0
Tablet,Apple,4,6.4,Moderate,7.1000000000000005,5,33577,11,500.0
Gaming Console,Nintendo,4,6.3,Light,7.1,2,31921,11,500.0
Smartphone,Apple,2,4.2,Heavy,4.300000000000001,4,71028,4,4063.46
Smartwatch,Samsung,4,2.4,Heavy,2.9000000000000004,4,42049,8,500.0
Tablet,Samsung,3,5.6,Light,6.199999999999999,5,69544,3,35893.68
Refrigerator,LG,2,13.1,Light,13.5,3,52099,6,20260.72
DSLR Camera,Sony,2,8.6,Moderate,8.9,3,194707,10,500.0
Air Conditioner,Daikin,2,14.2,Light,14.6,2,51719,12,5065.63
Air Conditioner,LG,1,13.5,Moderate,13.6,2,57294,2,26877.63
Smartphone,OnePlus,2,4.8,Light,5.2,3,109551,4,16179.84
DSLR Camera,Sony,5,6.7,Moderate,7.6000000000000005,3,67959,6,10873.44
Washing Machine,Samsung,1,12.3,Moderate,12.4,4,42285,12,1159.43
Microwave,Morphy Richards,1,9.7,Heavy,9.599999999999998,1,17980,4,4195.33
Electric Scooter,Ather,1,7.5,Light,7.7,1,60873,8,500.0
Microwave,LG,4,7.0,Moderate,7.7,2,22067,2,8984.42
Smartwatch,Boat,4,2.1,Light,2.9000000000000004,2,45916,1,13838.13
DSLR Camera,Fujifilm,3,9.5,Heavy,9.799999999999999,1,164828,9,6996.78
Gaming Console,Sony,3,4.4,Light,5.0,3,46885,10,500.0
Smartphone,Samsung,4,2.8,Light,3.5999999999999996,3,31987,3,3411.95
DSLR Camera,Fujifilm,2,5.4,Light,5.800000000000001,3,190630,7,500.0
Electric Scooter,Bajaj,1,7.4,Heavy,7.300000000000001,2,64368,11,500.0
Smartwatch,Apple,1,4.8,Moderate,4.9,4,7838,8,500.0
Laptop,Dell,3,3.8,Light,4.4,2,106451,10,500.0
DSLR Camera,Canon,5,9.3,Moderate,10.200000000000001,4,121089,2,85664.53
Air Conditioner,Carrier,3,9.2,Heavy,9.499999999999998,5,28298,7,7446.84
Smartwatch,Boat,3,3.3,Moderate,3.8,3,43133,1,20340.61
Microwave,Morphy Richards,4,7.0,Heavy,7.5,5,16524,4,7711.2
Air Conditioner,LG,4,9.1,Heavy,9.6,5,36194,9,2262.12
Electric Scooter,Hero,5,7.9,Heavy,8.6,5,156369,3,101821.67
Laptop,Apple,1,4.1,Light,4.3,1,89140,8,500.0
Air Conditioner,Blue Star,3,8.7,Moderate,9.2,2,48759,1,23902.51
Electric Scooter,Ather,3,6.3,Moderate,6.800000000000001,3,157639,9,500.0
Smartphone,Realme,5,3.6,Light,4.6,5,70113,12,500.0
Electric Scooter,TVS,5,7.6,Light,8.6,1,125593,11,500.0
Refrigerator,Godrej,5,12.3,Heavy,13.0,1,45876,12,1411.57
DSLR Camera,Canon,2,8.1,Moderate,8.4,5,83608,5,33841.33
Electric Scooter,Ather,5,6.5,Heavy,7.2,2,148516,9,500.0
Gaming Console,Microsoft,2,5.9,Light,6.300000000000001,2,64745,6,1973.18
Smartwatch,Amazfit,4,4.6,Moderate,5.3,3,5671,10,500.0
Laptop,Apple,4,3.6,Heavy,4.1000000000000005,2,91687,4,1229.95
Smartphone,Xiaomi,3,3.2,Light,3.8000000000000003,5,80574,11,500.0
TV,Samsung,1,12.6,Heavy,12.499999999999998,5,66580,10,13316.0
Gaming Console,Microsoft,4,3.7,Light,4.5,2,36829,10,500.0
Laptop,HP,4,6.2,Heavy,6.7,5,86622,1,73693.34
Air Conditioner,LG,5,10.4,Light,11.4,3,28757,6,9535.22
Electric Scooter,Ola,4,4.9,Light,5.7,2,82642,5,5581.96
Laptop,Apple,4,4.0,Moderate,4.7,2,88980,9,500.0
Microwave,IFB,4,9.5,Light,10.3,4,27126,11,500.0
TV,Samsung,2,14.8,Moderate,15.100000000000001,1,84151,9,13597.91
Tablet,Lenovo,3,4.9,Light,5.5,4,40554,11,500.0
Refrigerator,Godrej,2,8.3,Light,8.700000000000001,4,65425,5,23650.76
Washing Machine,Samsung,1,12.8,Moderate,12.9,5,19592,5,11998.2
Tablet,Apple,5,4.2,Moderate,5.1000000000000005,3,70232,6,500.0
Smartwatch,Noise,1,4.4,Light,4.6000000000000005,4,11562,9,500.0
Laptop,Dell,1,4.3,Heavy,4.2,3,48168,7,500.0
Washing Machine,IFB,2,13.9,Moderate,14.200000000000001,3,26394,2,15873.57
DSLR Camera,Canon,2,6.9,Moderate,7.200000000000001,4,111998,7,2737.73
Gaming Console,Microsoft,4,5.7,Heavy,6.2,5,57204,12,500.0
TV,OnePlus,3,8.4,Moderate,8.9,2,116494,5,28076.36
Gaming Console,Sony,4,6.5,Heavy,7.0,2,55837,4,15315.29
Refrigerator,Bosch,1,10.2,Heavy,10.099999999999998,3,50819,9,3874.32
Air Conditioner,Daikin,5,12.9,Heavy,13.6,5,46496,1,43077.18
TV,TCL,2,8.3,Moderate,8.600000000000001,1,148282,10,500.0
Tablet,Apple,1,6.9,Heavy,6.800000000000001,1,43906,3,6870.0
Tablet,Huawei,5,4.7,Light,5.7,4,34862,10,500.0
Gaming Console,Microsoft,1,5.2,Light,5.4,3,71147,4,14018.59
DSLR Camera,Nikon,1,5.3,Heavy,5.2,4,84612,4,17182.74
Microwave,IFB,3,7.5,Light,8.1,3,18995,11,500.0
Gaming Console,Microsoft,3,5.6,Moderate,6.1,1,40330,5,3781.76
TV,LG,3,8.7,Light,9.299999999999999,3,90392,4,36059.6
Smartwatch,Boat,3,2.8,Light,3.4,4,40093,9,500.0
Air Conditioner,Blue Star,3,13.9,Heavy,14.2,5,42290,4,30377.32
Microwave,Morphy Richards,2,7.5,Light,7.9,1,25689,6,2471.35
Gaming Console,Nintendo,2,5.8,Moderate,6.1000000000000005,3,35016,6,500.0
Air Conditioner,LG,1,12.6,Light,12.799999999999999,5,53206,12,3325.37
TV,Samsung,5,9.2,Moderate,10.1,4,43834,2,29880.9
Laptop,HP,4,6.5,Heavy,7.0,2,126317,12,500.0
Smartwatch,Boat,4,4.7,Moderate,5.4,2,40829,1,15303.31
TV,Samsung,3,11.0,Moderate,11.5,1,156249,8,19021.62
Electric Scooter,Hero,5,4.6,Moderate,5.5,1,144796,10,500.0
Electric Scooter,Hero,2,5.2,Light,5.6000000000000005,4,94102,4,22853.34
Laptop,HP,3,3.8,Heavy,4.1000000000000005,4,50150,7,500.0
Refrigerator,Bosch,1,12.3,Light,12.5,3,49509,8,12476.27
DSLR Camera,Fujifilm,2,5.6,Heavy,5.7,2,63505,3,19252.04
Washing Machine,Whirlpool,5,13.3,Heavy,14.0,5,56385,7,28192.5
DSLR Camera,Sony,5,9.6,Light,10.6,2,137846,12,500.0
Air Conditioner,Voltas,4,13.6,Moderate,14.3,3,30813,8,9502.47
Electric Scooter,Ather,3,4.9,Light,5.5,5,122851,10,500.0
Tablet,Lenovo,4,6.1,Heavy,6.6,3,39347,9,500.0
Washing Machine,IFB,2,14.4,Light,14.8,2,35531,7,10299.19
Gaming Console,Nintendo,2,5.5,Moderate,5.800000000000001,4,67021,2,38641.07
TV,TCL,2,10.8,Light,11.200000000000001,3,104935,4,47220.75
Smartphone,Samsung,1,2.8,Moderate,2.9,3,49486,3,500.0
Laptop,Dell,2,4.8,Heavy,4.9,3,59242,11,500.0
Electric Scooter,TVS,5,6.3,Heavy,7.0,4,106869,10,500.0
Refrigerator,LG,3,10.4,Light,11.0,5,63587,8,17341.91
Washing Machine,IFB,3,11.5,Moderate,12.0,2,20726,10,1899.88
Refrigerator,LG,2,10.4,Light,10.8,1,60507,1,21961.8
Smartwatch,Boat,5,2.8,Light,3.8,5,21840,11,500.0
TV,OnePlus,4,12.8,Light,13.600000000000001,3,135761,8,39131.11
Smartwatch,Noise,4,4.6,Light,5.3999999999999995,1,10278,8,500.0
Laptop,Asus,1,4.0,Light,4.2,4,127850,10,500.0
Gaming Console,Nintendo,5,5.5,Heavy,6.2,2,68540,11,500.0
TV,Sony,5,12.1,Moderate,13.0,1,196412,4,54391.02
Laptop,Dell,5,4.6,Heavy,5.3,3,49958,1,28372.37
Laptop,Acer,3,3.6,Moderate,4.1000000000000005,2,92838,3,13699.27
Electric Scooter,Bajaj,1,6.2,Heavy,6.1000000000000005,4,102320,11,500.0
Refrigerator,Samsung,5,10.8,Light,11.8,2,64065,11,2388.86
Gaming Console,Sony,2,4.1,Light,4.5,2,57880,4,4115.91
